size,edges,kappa,time_encoding,time_iteration,tot. time,memory (MB),graph
5,3,1,0.016261577606201172,0.032911062240600586,0.04917263984680176,0.16431140899658203,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (0, 2), (2, 4)])"
5,1,6,0.0039017200469970703,0.005312681198120117,0.009214401245117188,0.07270622253417969,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(1, 3)])"
5,3,1,0.01357579231262207,0.007838726043701172,0.021414518356323242,0.16495895385742188,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (0, 3), (1, 4)])"
5,2,6,0.0077667236328125,0.019657373428344727,0.027424097061157227,0.08888721466064453,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(1, 2), (0, 3)])"
5,6,1,0.02703571319580078,0.053685665130615234,0.08072137832641602,0.24208641052246094,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 4), (3, 4), (0, 3), (2, 3), (0, 2), (1, 3)])"
5,4,6,0.0643465518951416,1.9874889850616455,2.051835536956787,0.6652002334594727,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (0, 3), (0, 4), (3, 4)])"
5,3,1,0.017095088958740234,0.029288530349731445,0.04638361930847168,0.16045093536376953,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (0, 3), (0, 4)])"
5,2,6,0.024451017379760742,0.009325265884399414,0.033776283264160156,0.23271751403808594,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(3, 4), (1, 4)])"
5,2,1,0.013701200485229492,0.008559465408325195,0.022260665893554688,0.1494770050048828,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (0, 2)])"
5,3,6,0.030415058135986328,0.02838134765625,0.05879640579223633,0.27205562591552734,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(1, 2), (0, 3), (2, 4)])"
5,6,1,0.02626633644104004,0.05130767822265625,0.07757401466369629,0.2445840835571289,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (1, 2), (3, 4), (0, 3), (2, 3), (0, 2)])"
5,5,6,0.08131623268127441,12.45582914352417,12.537145376205444,0.8949069976806641,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (1, 2), (3, 4), (1, 4), (0, 2)])"
5,3,1,0.02151036262512207,0.033141136169433594,0.054651498794555664,0.1838235855102539,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 2), (0, 3), (1, 3)])"
5,4,6,0.06978297233581543,5.587286472320557,5.657069444656372,0.6601095199584961,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (1, 3), (0, 2), (0, 4)])"
5,4,1,0.04055953025817871,0.015651941299438477,0.05621147155761719,0.2010784149169922,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (1, 2), (0, 3), (2, 4)])"
5,5,6,0.07922792434692383,10.906821012496948,10.986048936843872,0.8309831619262695,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 4), (3, 4), (2, 3), (0, 2), (1, 3)])"
5,4,1,0.021733760833740234,0.03558945655822754,0.05732321739196777,0.21118736267089844,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (2, 4), (2, 3), (0, 4)])"
5,3,6,0.03945422172546387,0.011487483978271484,0.05094170570373535,0.38005828857421875,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 2), (1, 3), (3, 4)])"
5,4,1,0.02850508689880371,0.03528618812561035,0.06379127502441406,0.2111644744873047,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(1, 3), (0, 2), (1, 2), (0, 4)])"
5,2,6,0.03812241554260254,0.1596686840057373,0.19779109954833984,0.3444862365722656,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (1, 4)])"
